Month,Years,Forward_Rate,MC_Mean,MC_Std,MC_P05,MC_P25,MC_P50,MC_P75,MC_P95
241,20.083333333333332,4.357073856399572,5.467072030821321,2.907027540614698,0.5750627957850174,3.3467601669396165,5.4434815051613885,7.438563742106896,10.352485094788753
242,20.166666666666668,4.120551597017559,5.249998020053203,2.892428495168575,0.41058429956520764,3.144064003171951,5.203675166449894,7.196369896990196,10.180681354521399
243,20.25,4.120551597017585,5.140955156442192,2.887233371516326,0.2760361384659912,3.0088310208571527,5.098591743192947,7.116725931049118,10.065825300373982
244,20.333333333333332,4.120551597017593,5.148351260278831,2.8830652532985406,0.35064315963214415,2.9826870459500303,5.113785562415816,7.09303349794211,10.076960403490494
245,20.416666666666668,4.120551597017612,5.159851932679496,2.8789772317939724,0.4256456571228696,3.018153452660667,5.099889254377862,7.104349647536223,10.099963721127324
246,20.5,4.120551597017639,5.16590366211951,2.8766589419890263,0.4600050518979288,3.0105588611689194,5.100298543967882,7.095064740679819,10.119237478597679
247,20.583333333333332,4.120551597017648,5.17297401380262,2.8734215197214823,0.4887612374735713,3.0585424271098534,5.094610060179278,7.102608774562068,10.109354392075302
248,20.666666666666668,4.120551597017585,5.174272956705903,2.8693150138517707,0.540072971709246,3.0606827217416375,5.107338434509205,7.118002962368632,10.120012054362864
249,20.75,4.120551597017559,5.173815210846218,2.8754852652701883,0.5128189307206696,3.046817082843583,5.092723540434802,7.1372187432588845,10.08403680430666
250,20.833333333333332,4.120551597017568,5.179535053033326,2.8746860600489827,0.48724205525081,3.037123752107491,5.100630114320637,7.128610892612803,10.075502496516105
251,20.916666666666668,4.120551597017559,5.181495446851682,2.8744893858024056,0.499133434319713,3.0356634738192714,5.112946325904804,7.121219959098313,10.107862316159226
252,21.0,4.120551597017559,5.1834047563428545,2.87519743429198,0.5206097110288008,3.0501000885785885,5.100693642702658,7.128917470414765,10.06973757972961
253,21.083333333333332,4.120551597017568,5.19301850856212,2.873032687753595,0.5269371469953193,3.056053613063807,5.139011076272136,7.160307127782316,10.065751914594436
254,21.166666666666668,4.120551597017532,5.199588332827973,2.87322280059329,0.5882568810676088,3.0404881317828654,5.131767185069226,7.140267528581101,10.130260099516228
255,21.25,4.120551597017559,5.20487872290527,2.8721384637427883,0.6024926267734657,3.0655508123545574,5.120847786287168,7.1274112684856465,10.108783640293364
256,21.333333333333332,4.12055159701754,5.208888270916377,2.8721473654249774,0.5672433225651574,3.109181120412996,5.129099279679821,7.183319507125254,10.086559422336377
257,21.416666666666668,4.120551597017585,5.209180417961109,2.8758894620195803,0.6195665986438423,3.0864113764668857,5.131340489303529,7.174497569886851,10.088355415953785
258,21.5,4.1205515970175055,5.215263795241782,2.878138258575005,0.6293896680715736,3.044901016477439,5.131410378895454,7.171320615573961,10.09041681468219
259,21.583333333333332,4.120551597017594,5.224478800010301,2.8781900697617626,0.6281066762384456,3.050004985297111,5.152404744483224,7.2099684918546165,10.088438969732955
260,21.666666666666668,4.120551597017586,5.2266763081232925,2.8862982441667495,0.6414185332898243,3.0331233787818404,5.142130346324633,7.2100995932866505,10.108667813830618
261,21.75,4.120551597017586,5.232423093789127,2.8832843742215517,0.6605589827905798,3.0304341166359694,5.135103659862883,7.227324974623222,10.116800423441852
262,21.833333333333332,4.120551597017541,5.235244101075577,2.8811151762549825,0.671647450211563,3.0554590144336014,5.133848720807236,7.201270354480808,10.091112733614693
263,21.916666666666668,4.120551597017586,5.235457244482825,2.8826431451580783,0.695118072836247,3.0508255710938537,5.147390156419015,7.225111067313566,10.121301552139505
264,22.0,4.120551597017612,5.237553350906483,2.8876749191514084,0.6622920891460038,3.026677728397562,5.151055404775491,7.219950623886207,10.088527166162855
265,22.083333333333332,4.120551597017568,5.244206021600043,2.8845587287241035,0.6489305100750581,3.019056007288705,5.162536513721204,7.19212405267777,10.094094379404185
266,22.166666666666668,4.120551597017586,5.248212160612312,2.8870364506179946,0.6548007623167209,3.0447386276555624,5.141740825974949,7.2260035378501275,10.119055835244813
267,22.25,4.120551597017586,5.261036184039451,2.8864885826405584,0.7367580112501168,3.0425949567295745,5.146848103374977,7.252396964400079,10.118631004108266
268,22.333333333333332,4.120551597017648,5.268618006208832,2.892407365960974,0.7489135303750217,3.044592815184155,5.151480908447478,7.253896678501801,10.19092333125873
269,22.416666666666668,4.120551597017559,5.274139357540716,2.898166452052781,0.7025460491617456,3.0610020788222556,5.164663730278093,7.266210371550713,10.223842027160627
270,22.5,4.120551597017585,5.274673092477976,2.903985012561435,0.7055507710964727,3.056531496232829,5.161365323998294,7.2721128737256695,10.241608008255938
271,22.583333333333332,4.120551597017593,5.28452911291954,2.902968725280691,0.7106604617845899,3.0477136251476087,5.172595978847938,7.272112809111839,10.181957604420633
272,22.666666666666668,4.120551597017585,5.287078911144051,2.9023676630143513,0.7234551782325747,3.063868718588587,5.179289101749693,7.265744076420337,10.185524025889558
273,22.75,4.120551597017559,5.294804609504273,2.8999322338300573,0.7216809227619205,3.096782195379914,5.185474830684929,7.290164947953459,10.156587994628529
274,22.833333333333332,4.120551597017568,5.301044580248032,2.9033889927146834,0.728174608218538,3.072178218675671,5.201395694423402,7.286021626993879,10.165292890498009
275,22.916666666666668,4.1205515970175055,5.307442025465216,2.90198813859805,0.7693161758664009,3.0950780579099226,5.221013575889068,7.302166738935116,10.190033747302566
276,23.0,4.1205515970175055,5.308674172838068,2.902981315924056,0.7525332289260055,3.0943471398218514,5.200444809219544,7.30743212132598,10.256008325476762
277,23.083333333333332,4.120551597017541,5.318062426762055,2.9030357536255242,0.781692982373536,3.135991449466387,5.2026949285775865,7.339762090803633,10.295687535592233
278,23.166666666666668,4.120551597017533,5.327548288533407,2.902880663558261,0.7785588498958756,3.117550217538053,5.222749841304879,7.328514198722857,10.32531102617574
279,23.25,4.120551597017533,5.33678195151745,2.898687007740406,0.7832774818652175,3.137100304142135,5.221203405206818,7.297650794416654,10.344086852125942
280,23.333333333333332,4.120551597017622,5.341625221517659,2.8969834966708374,0.8120575614386505,3.1331754240868905,5.222056686348541,7.324036127580849,10.305104186366805
281,23.416666666666668,4.120551597017587,5.350484559047212,2.900625910089538,0.7837638485246262,3.1709661616973515,5.222269131746825,7.34981091284569,10.362645130227065
282,23.5,4.120551597017533,5.360828187181068,2.9085667918893217,0.7802181454993896,3.198058858406551,5.268397387284283,7.378104025323728,10.315904199932673
283,23.583333333333332,4.120551597017542,5.367065862771358,2.9131794754081373,0.7594276344424765,3.187458052894495,5.270039636498797,7.35618586247867,10.361698617123917
284,23.666666666666668,4.12055159701756,5.374428999999148,2.9175836578712406,0.7720267212257066,3.1827211216231404,5.260282240325973,7.355100471643791,10.396480928565866
285,23.75,4.120551597017506,5.383591002375653,2.9188085261260044,0.7888501985962005,3.1903485159050975,5.272381067973665,7.359790414237661,10.377563160334375
286,23.833333333333332,4.120551597017542,5.387298071158473,2.918635162722385,0.8093187082576095,3.1881368333474285,5.281791566705203,7.369735874979683,10.37790667268986
287,23.916666666666668,4.12055159701756,5.396883666041587,2.9187747284326933,0.8289064637729764,3.1852160941495518,5.301988634555382,7.401196416310615,10.40232381498508
288,24.0,4.12055159701756,5.3996612676595594,2.9246467784354793,0.8578585886017986,3.1710109674697935,5.291266998569354,7.412544282632168,10.425658793702478
289,24.083333333333332,4.120551597017514,5.40444441555665,2.926904291109788,0.8324998834104109,3.18080406213387,5.288150966351834,7.4061183914133215,10.374918671780373
290,24.166666666666668,4.12055159701756,5.413496008954826,2.9195299806476886,0.8635700377353959,3.2107215904258997,5.277733033312441,7.393955725850887,10.400912814259476
291,24.25,4.12055159701756,5.413699901706244,2.9241592159618253,0.8314003667961846,3.1931005561108385,5.2866791635289205,7.3925524273861996,10.402976886826094
292,24.333333333333332,4.120551597017542,5.41443081827387,2.9247136645788907,0.79829167645639,3.213095911039669,5.264216173849861,7.423068585363957,10.394004730252147
293,24.416666666666668,4.12055159701756,5.418248718740116,2.9271754453755507,0.858478485793983,3.198969628584419,5.274856300359749,7.427750944246379,10.41462150517544
294,24.5,4.120551597017613,5.423646533725449,2.9267649394594226,0.9104407889333529,3.1818045431861814,5.296912325851554,7.413145886699374,10.375797481425412
295,24.583333333333332,4.120551597017568,5.432268104864174,2.930037797655182,0.8916860453226226,3.2391076511526298,5.314535662867352,7.400904996652911,10.41860610915769
296,24.666666666666668,4.120551597017613,5.442114763097012,2.932239833988616,0.9041441994724841,3.2198352566939983,5.295887072394147,7.424253639495509,10.470541298181413
297,24.75,4.120551597017587,5.45087482053443,2.934189969913434,0.8686988381966372,3.2177520917306977,5.312238826858157,7.467408118675467,10.488426788847853
298,24.833333333333332,4.121194436048594,5.456206310923339,2.930036433130694,0.8704703850466224,3.2472831768042805,5.315792908880662,7.493331884199692,10.484768096116763
299,24.916666666666668,4.121837275079638,5.458146957335455,2.933801804784934,0.8655522801660995,3.2686679954916356,5.313852275011342,7.501770127489754,10.448740367422724
300,25.0,4.122480114110718,5.470360816880886,2.9399976300122908,0.8782652897805826,3.285548095672012,5.333320684690291,7.5184486466066875,10.523626123720764
301,25.083333333333332,4.123122953141698,5.480604441285952,2.9408209429837897,0.8831904455147548,3.2964787292590807,5.311040400540255,7.490156131158937,10.541387444236507
302,25.166666666666668,4.123765792172743,5.487610769215754,2.945523565273213,0.8302294828930242,3.295636722861983,5.325142926503958,7.493587814879424,10.601665332900561
303,25.25,4.123765792172743,5.489127308532162,2.9442450919546914,0.8442915009682725,3.301561217896808,5.325100791452367,7.501892900325764,10.546337523724377
304,25.333333333333332,4.123765792172672,5.500263787272811,2.939971400579851,0.934400863921705,3.328993605655199,5.33576863179942,7.533801547229587,10.550614405978468
305,25.416666666666668,4.123765792172664,5.508058467927628,2.9330372489514467,0.8983986717084523,3.342151242194638,5.35694537165287,7.5162433957791155,10.55759509066157
306,25.5,4.123765792172664,5.513975895174047,2.9423509087941375,0.9192060849473546,3.348932005316697,5.36716664664901,7.5038086981261465,10.564582073310582
307,25.583333333333332,4.123765792172725,5.516516112810044,2.9407580564354086,0.9052130655364946,3.334643055257338,5.3936147923669475,7.502544499639885,10.559485796152435
308,25.666666666666668,4.123765792172717,5.524570077179118,2.9355306915551655,0.9676285086415111,3.3578422337552984,5.371583201284942,7.5079461113902015,10.577441662520974
309,25.75,4.123765792172771,5.526104104847493,2.9384894928671645,0.9958335619175709,3.345209756620493,5.380151457179977,7.507379434230678,10.595108575179651
310,25.833333333333332,4.123765792172725,5.53284687673385,2.9377683123649336,0.9663545451657297,3.363326965669872,5.3854448152288334,7.5191487676403295,10.606526259993302
311,25.916666666666668,4.123765792172717,5.541776187665651,2.9372597469897173,0.9635037204456748,3.380495919478707,5.358940902485747,7.5840232135378844,10.615354466212892
312,26.0,4.123765792172717,5.547151270755043,2.935460420977774,0.9820297306784326,3.3739130537122577,5.375165389068873,7.5497264268522795,10.588169618822462
313,26.083333333333332,4.123765792172725,5.55242121413351,2.9350755188307884,0.9562002036309997,3.4176542511942625,5.3880571759976,7.555718553453511,10.624548386323676
314,26.166666666666668,4.123765792172744,5.560725969339859,2.9387101923031977,0.9291076442967419,3.42050418873375,5.397749516462308,7.557254511166432,10.628631612311764
315,26.25,4.123765792172717,5.566293414559892,2.9378357417490233,0.9650664305080088,3.451184744345623,5.409263287401833,7.567260153048508,10.628086933430042
316,26.333333333333332,4.123765792172753,5.575268711105724,2.9380201115771136,0.999989999550629,3.416698123359769,5.374928312081762,7.579246626527972,10.574836544682812
317,26.416666666666668,4.12376579217269,5.579580907954333,2.935135724866984,1.0052210346021868,3.4296830403697958,5.400407766157528,7.567409214634951,10.613772671167183
318,26.5,4.12376579217269,5.583228783679078,2.930413199178189,1.0458778189211864,3.447399268931109,5.4043629655738235,7.5922338526917255,10.616865253199165
319,26.583333333333332,4.123765792172699,5.591911225968986,2.931933150888279,1.0216313829774955,3.4399680991215065,5.422343570048058,7.585786677309246,10.6126415710186
320,26.666666666666668,4.123765792172716,5.595143700027487,2.9331014019936426,1.0063507574591894,3.451129760129753,5.4231456348158895,7.594758497490564,10.62305915421238
321,26.75,4.12376579217269,5.605076857680623,2.9404071020684985,1.0326019285158945,3.4269759313654107,5.404755745648707,7.583666173408754,10.675253234548014
322,26.833333333333332,4.123765792172699,5.612841836042984,2.947251662054981,1.001555252933393,3.417311040816274,5.450335946080482,7.600413207982741,10.724550631751988
323,26.916666666666668,4.123765792172716,5.615895208191595,2.9540647896610275,0.9745996267254536,3.4096476398857956,5.453649973246823,7.6037323660872085,10.722000222319942
324,27.0,4.123765792172716,5.621708946861272,2.9554409642814092,0.9696492104940689,3.433671381690944,5.4656005975328545,7.626790828315248,10.688400775753601
325,27.083333333333332,4.123765792172724,5.621344112097234,2.9512473859145643,1.0242333779315325,3.4087207029307414,5.462083928887164,7.605085390572702,10.668925538512127
326,27.166666666666668,4.123765792172743,5.629009332328866,2.9547341197160764,1.0365747243415864,3.425753296578394,5.464265294628633,7.639053577582526,10.70637269475833
327,27.25,4.123765792172743,5.632339911948479,2.9590223683833123,1.0314611451574673,3.4142475533688432,5.479343711849718,7.6223055307426595,10.73112253405361
328,27.333333333333332,4.123765792172724,5.63753960223089,2.96377601794543,1.0108422534167514,3.413373274112593,5.482800520530047,7.657645652324679,10.752459256627922
329,27.416666666666668,4.12376579217269,5.645781364607875,2.968609860139072,0.9809836798762666,3.3967126277229975,5.505116395383096,7.673667984294055,10.717142144995833
330,27.5,4.123765792172664,5.644149104380923,2.9763095237734407,1.0001347222732893,3.389101695172593,5.498806375496571,7.659949957589807,10.712622768404556
331,27.583333333333332,4.123765792172725,5.651105861710212,2.983133510115133,1.0201850878635987,3.4008191785338933,5.527071039184109,7.650515881896249,10.709006204468011
332,27.666666666666668,4.123765792172717,5.660138498536109,2.9868028197631227,0.994460026243781,3.399865866400023,5.519892084463344,7.674529262856867,10.751032767817769
333,27.75,4.123765792172717,5.673480252945588,2.986733213417213,0.9835412207029685,3.4393060360101098,5.516378878214781,7.677315104817156,10.813849025442796
334,27.833333333333332,4.123765792172699,5.679869540086888,2.988505051988557,1.0013670779997557,3.448389569380783,5.541028216319545,7.72107403753683,10.753803602929203
335,27.916666666666668,4.123765792172771,5.686592991021698,2.9820720567803867,1.0177041152071247,3.437760629246446,5.540337557454896,7.720976610977827,10.757670422488758
336,28.0,4.123765792172744,5.691839798560323,2.979833711910532,0.9832511702119245,3.492864282658603,5.534132547674031,7.726245130546585,10.864523094348645
337,28.083333333333332,4.123765792172725,5.696115730885116,2.98461240987166,0.9812081315307768,3.449380991200675,5.556815355354809,7.719161732427736,10.876446449264467
338,28.166666666666668,4.123765792172744,5.701458395899798,2.9850076370893945,1.0412453357166425,3.494748294711091,5.539663293559741,7.766156720860748,10.85275743323663
339,28.25,4.123765792172744,5.702575125513548,2.985096604150391,1.050680038161035,3.4757548339249387,5.541858377426663,7.734756489796876,10.88619438004536
340,28.333333333333332,4.123765792172725,5.705508500244791,2.9828600712172766,1.0487116074476606,3.485773590772446,5.543347307578268,7.735007647984299,10.884522145546649
341,28.416666666666668,4.12376579217269,5.712648166111637,2.982289804682086,1.053680304143658,3.4943154645339027,5.544431672879215,7.744461668028165,10.884468023758927
342,28.5,4.123765792172716,5.716628693133642,2.9861595179254543,1.0821798405307375,3.5083902107331406,5.5370707532870185,7.7593212805722445,10.839309376114386
343,28.583333333333332,4.123765792172753,5.725386053852056,2.990311066411649,1.1172037578634821,3.5130138707442295,5.560755664154339,7.751163941693938,10.908641110610365
344,28.666666666666668,4.123765792172771,5.732689952813014,2.9855959645941597,1.0757166977103332,3.4651913969839745,5.581686988853838,7.756233739983043,10.850311796537236
345,28.75,4.123765792172717,5.735624570101691,2.982652359238246,1.091827989878678,3.5029081556587767,5.5961511225045575,7.805715076370776,10.863684723722919
346,28.833333333333332,4.123765792172725,5.739504437535774,2.9799053638062287,1.0582439666393169,3.499289859933366,5.603125965016854,7.766248662504376,10.886634418368173
347,28.916666666666668,4.123765792172691,5.737885457674946,2.984134139308992,1.065447257096288,3.499090109366628,5.583079327357159,7.771288307032272,10.84629033081559
348,29.0,4.123765792172691,5.742956700195277,2.9852953850715758,1.035272854766636,3.490056917719839,5.576796822307875,7.784479924429426,10.892433644837707
349,29.083333333333332,4.123765792172672,5.7443206155298725,2.9893058374716315,1.0469516691538356,3.5222227883626203,5.578457686647755,7.782878715768006,10.887116437215665
350,29.166666666666668,4.123765792172744,5.751455971328971,2.988911572020402,1.0839283634321282,3.5088828756837795,5.5792412801961255,7.761514141101365,10.954911821931386
351,29.25,4.123765792172717,5.75863917201167,2.98400259815069,1.0826385100632718,3.5273016433219473,5.610146558488028,7.764653508389266,10.932599738258073
352,29.333333333333332,4.123765792172753,5.765062854802689,2.9814879524773357,1.1092337456311196,3.549311189248806,5.599086528477544,7.786048124216621,10.990863278236551
353,29.416666666666668,4.12376579217269,5.765633984459982,2.9787100101122186,1.090282595367897,3.5477308075431377,5.612311598734597,7.803939315447684,10.976803453395407
354,29.5,4.123765792172664,5.7714987345902715,2.977203125222583,1.1209404162249648,3.561453177012851,5.617014896475816,7.779045117257764,10.92822028571142
355,29.583333333333332,4.123765792172699,5.776042785198907,2.9808546367712796,1.120810364614092,3.551624532506991,5.599504018886145,7.809428114181592,10.917936300782346
356,29.666666666666668,4.12376579217269,5.786831174131748,2.9857152837543954,1.1578308519714253,3.551467600425473,5.606711545989727,7.812414501384136,10.91438231419245
357,29.75,4.12376579217269,5.792028829195383,2.9782954960174157,1.173181859211284,3.562199545217229,5.587283821399314,7.83198469483196,10.937191097479285
358,29.833333333333332,4.123765792172699,5.794427766091226,2.981333297328424,1.1584675773114572,3.5898688812615736,5.575646654976472,7.814937276161192,10.887055191939604
359,29.916666666666668,4.123765792172724,5.8020626325138664,2.9806192941551743,1.1579605533349997,3.574384671516253,5.6308852728805485,7.825915273194467,10.890550230910229
360,30.0,4.1237657921726445,5.808727221545235,2.9840210899702133,1.1645213308739892,3.5808259819740513,5.638680243521549,7.837790877193533,10.860235298609162
