Month,Years,Deterministic_Total,MC_Mean_Total,MC_P05_Stable,MC_P25,MC_P50,MC_P75,MC_P95,Analytical_Expected,Analytical_P05_Stable,Bifurcation_Total,Bifurcation_Stable,Bifurcation_NonStable
0,0.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,559661.865234375,440338.134765625
1,0.08333333333333333,979497.406597777,979497.4065977568,979497.406597777,979497.406597777,979497.406597777,979497.406597777,979497.406597777,979497.4070338233,978817.6325714755,554841.6556542246,554841.6556542246,0.0
2,0.16666666666666666,959628.0554806425,959624.9381498419,958694.2619971184,959248.6719030207,959620.2911494311,960002.781693209,960547.5420871378,959628.0575915552,958004.4834238464,550050.1647621349,550050.1647621349,0.0
3,0.25,940363.7824919614,940363.5967232229,938339.0394034788,939529.7050722234,940368.8458447177,941170.4980328927,942407.273408652,940363.7882194469,937546.0449562102,545285.2377004097,545285.2377004097,0.0
4,0.3333333333333333,921893.3899492945,921783.2247616776,918476.0286986353,920417.5811287374,921787.6689854874,923131.5680683169,925155.367400451,921893.4018516834,917709.652526885,540544.8161549725,540544.8161549725,0.0
5,0.4166666666666667,904182.3619421282,903959.971632137,899151.9305961292,902018.5900873209,903996.2116332091,905870.1282751067,908675.3150894365,904182.383119505,898506.3006718317,535830.856658643,535830.856658643,0.0
6,0.5,887056.1267826719,886810.9671597176,880524.6075165472,884253.0991109677,886831.104200051,889346.7812670157,893060.5038167804,887056.1608054438,879792.9165906048,531147.8915260083,531147.8915260083,0.0
7,0.5833333333333334,870498.081013252,870236.0279989969,862379.8475333466,867028.9308255918,870240.4593953185,873460.7393677755,878121.6452458168,870498.131861932,861575.578292008,526500.2445371515,526500.2445371515,0.0
8,0.6666666666666666,854488.59951193,854217.4734243909,844806.9199163463,850356.6077043155,854167.9484971119,858083.7852690328,863831.884954064,854488.671523271,843852.0175571732,521889.8353401853,521889.8353401853,0.0
9,0.75,838797.2539490379,838616.6735037946,827412.5111023398,834053.263615324,838533.6143220807,843142.1017236876,849934.5513365845,838797.3517383948,826408.5964296529,517305.00902687653,517305.00902687653,0.0
10,0.8333333333333334,823598.5868453835,823398.5697804388,810449.0730429239,818137.3193515099,823317.4875936939,828594.555510425,836411.9343540003,823598.7152976622,809429.2108745675,512734.64095082396,512734.64095082396,0.0
11,0.9166666666666666,808853.7392990951,808639.5963423387,793913.1114141092,802523.970770848,808498.5809519815,814522.7647535702,823365.1053515223,808853.9035130889,792884.5796506609,508166.11919934116,508166.11919934116,0.0
12,1.0,794546.1607972027,794315.2584488469,777821.0659120377,787540.7565073618,794155.4617966934,800958.0296732672,810690.7681166469,794546.366052456,776765.8840644658,503600.40052809677,503600.40052809677,0.0
13,1.0833333333333333,780660.030941515,780419.6112731796,762354.2020761828,773013.4661888083,780248.4482705218,787672.3348728928,798519.9797991522,780660.2826687179,761045.2001742056,499038.4266895161,499038.4266895161,0.0
14,1.1666666666666667,767198.8376905854,766941.0936856503,747308.4341845099,758751.7994076768,766769.3638655023,774850.3155954459,786805.0298259258,767199.1414620385,745730.2171140357,494493.77799123054,494493.77799123054,0.0
15,1.25,753987.9145753894,753805.606750072,732612.3922912749,744850.5591184687,753668.7384838412,762396.856346689,775535.9276158618,753988.2759915643,730655.2926315865,489979.40653530764,489979.40653530764,0.0
16,1.3333333333333333,741040.0398288068,740934.5369740486,718054.6867319035,731251.0985918106,740754.7980708284,750186.4174274273,764384.5414584508,741040.4645595194,715837.5247325111,485507.64812509675,485507.64812509675,0.0
17,1.4166666666666667,728349.1802674857,728319.2839740919,703701.8796946438,717884.7646014452,728122.8615287994,738339.2222554834,753497.5768176126,728349.6740247499,701275.2455057196,481078.08266872755,481078.08266872755,0.0
18,1.5,715909.4607059024,715951.2703180822,689798.443839323,704724.8966522798,715690.6739025046,726654.4472034378,742984.7448670152,715910.0292260009,686966.5627466128,476690.2944467754,476690.2944467754,0.0
19,1.5833333333333333,703715.1592824144,703827.6466245834,675833.3316274591,691942.8823754438,703678.8534398975,715268.3679269288,732524.6004904227,703715.8083096003,672909.3885262441,472343.87206370826,472343.87206370826,0.0
20,1.6666666666666667,691760.7029398261,691941.2688301076,662385.5728026552,679306.6458751645,691800.3977589433,704118.140953626,722188.7644615127,691761.4382104648,659101.4660712052,468038.40839991317,468038.40839991317,0.0
21,1.75,680040.9078474232,680296.1153307857,648922.6950064095,666972.2832594282,680104.36948542,693196.0354363361,712206.2166174803,680041.7350767129,645540.626496755,463773.6806707629,463773.6806707629,0.0
22,1.8333333333333333,668525.7069314034,668868.3354166505,635895.3383168991,654821.2878516633,668412.7983801397,682440.6775008411,702493.1766772514,668526.6317561512,632200.9104717824,459549.4617198547,459549.4617198547,0.0
23,1.9166666666666667,657211.7329695936,657631.3239670583,622997.8797548127,642919.1370873877,657180.7381445412,671940.8175581461,692860.2216704703,657212.7609659847,619081.6693329004,455365.5202355911,455365.5202355911,0.0
24,2.0,646095.4314214074,646590.4242389511,610394.2939447584,631268.5443451009,646030.4300751123,661598.2934484129,683619.4489391057,646096.5680908122,606181.8513019709,451221.4475844567,451221.4475844567,0.0
25,2.0833333333333335,635173.309179641,635740.5143479982,598182.1246594487,619766.2153879674,635167.5731950435,651510.8742315497,674408.1860196244,635174.5599365634,593514.2317402471,447116.8396169012,447116.8396169012,0.0
26,2.1666666666666665,624441.716360488,625088.330302327,586114.871113681,608535.5908152474,624384.4801836966,641471.5668505717,665503.084849875,624443.0865164252,581076.9259049315,443051.1276732198,443051.1276732198,0.0
27,2.25,613919.460499817,614629.5922846723,574200.7845374477,597427.5380797316,613993.7514026636,631696.9373380027,656365.4792727564,613920.9553167986,568888.60363411,439023.7554754729,439023.7554754729,0.0
28,2.3333333333333335,603601.6347963283,604374.4535807074,562750.3052344155,586514.7695084673,603691.5062769505,622053.6772759388,647648.6531184453,603603.2594252375,556945.4512489524,435034.17882956914,435034.17882956914,0.0
29,2.4166666666666665,593483.6737692428,594316.990220051,551420.2488533946,575948.7310924485,593603.947632534,612445.6893200102,638831.1273259575,593485.4332362096,545243.7912348517,431082.02797595493,431082.02797595493,0.0
30,2.5,583561.1281961233,584459.4733945208,540391.1756966464,565455.3489982305,583743.9097542961,603121.3882519596,630929.1392086867,583563.0273966392,533779.8943208705,427166.93696647574,427166.93696647574,0.0
31,2.5833333333333335,573829.6617716204,574787.7312786513,529441.4350907943,554927.2175571192,574132.2612357948,593983.2004108415,623142.3008460143,573831.7054591493,522549.99534799,423288.54362254887,423288.54362254887,0.0
32,2.6666666666666665,564285.0478734712,565303.6359293542,518869.9157313484,544975.6501407572,564730.1656528852,584869.5420773352,615478.3023041098,564287.2406528566,511550.3063726297,419446.4894938294,419446.4894938294,0.0
33,2.75,554918.7109146233,555997.6991172385,508380.58156321954,535226.603273608,555307.7468213995,575977.3064311331,607766.193548897,554921.057210568,500773.0067775917,415636.6814345806,415636.6814345806,0.0
34,2.8333333333333335,545668.1316407942,546839.7823025597,497947.93319677655,525617.0253648455,546073.3193327796,567340.0989621957,600091.3945675822,545670.6353671859,490161.80308981956,411855.20585396024,411855.20585396024,0.0
35,2.9166666666666665,536529.0948200569,537788.5646359756,487749.80912691564,515936.97052677115,536989.7312313514,558934.9217966637,592418.5868836466,536531.7596217355,479713.49641672365,408098.32399658085,408098.32399658085,0.0
36,3.0,527501.8599903183,528845.1437715678,477773.2276860232,506272.6234244532,527991.0945417527,550497.1358974349,585121.8241355759,527504.6892602532,469428.8090721034,404366.06945710443,404366.06945710443,0.0
37,3.0833333333333335,518586.6174994496,520006.50740082253,467520.58091538295,496894.1697204679,519049.95717756834,542173.3958831428,577265.4340116199,518589.6143739394,459304.3675034907,400658.47144248785,400658.47144248785,0.0
38,3.1666666666666665,509787.44777300634,511287.0452204791,457681.0737142791,487897.5663515795,510227.9683953546,533717.8400786065,569495.6082379523,509790.6151622789,449344.15822274255,396979.06052252266,396979.06052252266,0.0
39,3.25,501156.7455616935,502716.0552979331,448301.3215684015,478969.11077794316,501674.4170844511,525659.2868344117,562362.666021015,501160.08657115337,439594.36120294925,393331.1957897426,393331.1957897426,0.0
40,3.3333333333333335,492694.661082216,494309.22215354635,438881.5426746634,470140.84772636497,493127.2880005193,517532.8350892441,555066.2577423286,492698.1786671121,430054.4786256827,389718.0694102504,389718.0694102504,0.0
41,3.4166666666666665,484397.4049373566,486068.07419597456,429546.71830659907,461408.4548146634,484733.2542844347,509514.2459715499,548348.4026716638,484401.1018747827,420720.4769399709,386139.33494577516,386139.33494577516,0.0
42,3.5,476261.2848836869,477991.2762147134,420718.78116884344,452814.80007154867,476547.49975172547,501816.54893691454,541841.1287934681,476265.16377561976,411588.37085067824,382594.6496168365,382594.6496168365,0.0
43,3.5833333333333335,468282.70301927155,470072.7146685999,412100.2727344695,444450.76881316025,468492.923315552,494265.6478473495,534853.0187579155,468286.7662915816,402654.2241884334,379083.67426139506,379083.67426139506,0.0
44,3.6666666666666665,460458.15306231973,462307.9264934701,403092.405711783,436277.8429046759,460648.0833472506,486801.77794080717,528648.6449271087,460462.40296413476,393914.15068489296,375606.07329400646,375606.07329400646,0.0
45,3.75,452784.7518656138,454692.53965246293,395022.06144425354,428184.88271784806,452888.4048669118,479457.1787491705,521939.55312551704,452789.19048524415,385364.76927619515,372162.0251100393,372162.0251100393,0.0
46,3.8333333333333335,445215.93201381864,447197.7262802061,387080.0889492343,420402.96580360044,445335.1927138026,472570.9031607766,515545.0270168094,445220.56069055,376965.67908132414,368751.6873030113,368751.6873030113,0.0
47,3.9166666666666665,437751.61993615644,439804.48496120126,379154.8787264177,412628.2129898315,437828.9604186081,465324.82285397535,509186.8072623477,437756.4397794313,368716.44039215625,365375.19738470984,365375.19738470984,0.0
48,4.0,430391.17032953113,432506.6261387315,371471.87371209555,405014.4114708333,430444.9724789287,458443.6578527606,502790.28731878183,430396.18221157126,360616.060075026,362032.1819203194,362032.1819203194,0.0
49,4.083333333333333,423133.91237417294,425311.79508730443,363627.3953113468,397536.33752559463,423198.54597594636,451185.29998108925,496617.33881321474,423139.1169337862,352664.235393203,358722.27213563735,358722.27213563735,0.0
50,4.166666666666667,415978.67654420534,418219.92379076645,355762.19571815466,390326.71134917927,415913.0728997757,444540.4384168904,489633.575239304,415984.07418152405,344859.36130210327,355444.6252215864,355444.6252215864,0.0
51,4.25,408963.4637424341,411249.9444379155,348123.8591455041,382953.41019788315,408920.8126142529,437762.78561960143,483417.98040276,408969.0553094188,337232.09137735417,352198.42558992933,352198.42558992933,0.0
52,4.333333333333333,402084.66076728643,404417.25490251667,340939.81255926075,375748.31449384615,402008.53016328014,431021.316021661,477129.80582202895,402090.44695316214,329778.1645751731,348982.88410224125,348982.88410224125,0.0
53,4.416666666666667,395339.2186118095,397717.8212127176,333526.6477142303,368806.56613751024,395214.8375557814,424689.3138519991,470722.44150446856,395345.1999592977,322493.7920670822,345797.69831551565,345797.69831551565,0.0
54,4.5,388724.16597628494,391147.3459903173,326673.85217081057,361997.8326449018,388291.91416242917,418509.19547234656,465276.3053331261,388730.3428753068,315375.2528593935,342642.568937383,342642.568937383,0.0
55,4.583333333333333,382236.60703310004,384705.3684640053,319840.5692138139,355364.6527840937,381771.5556042211,412248.15064511733,460029.1421516853,382242.97973736643,308418.8935357753,339517.1997910886,339517.1997910886,0.0
56,4.666666666666667,375873.719263421,378385.14173367654,313320.6250469112,348858.9348349905,375292.36823734955,406071.68033709173,454668.4867654355,375880.2878816577,301621.12787969504,336421.29778088856,336421.29778088856,0.0
57,4.75,369619.1006328023,372169.5642951934,306892.46746735973,342394.01015636226,368892.00243019883,400036.96606182307,448795.069749521,369625.8647948496,294967.54267938924,333339.71840964974,333339.71840964974,0.0
58,4.833333333333333,363363.9085281293,365993.4406669763,300218.2704404368,336110.7065096468,362562.4705129134,394030.655482662,443301.43406420306,363370.8650484304,288370.6325908874,330258.0123276688,330258.0123276688,0.0
59,4.916666666666667,357100.1579070167,359805.05847100186,294187.0637111513,329784.02203777735,356176.4169140484,388034.7083619569,437327.0099637103,357107.3028603482,281824.5130681758,327162.41720483755,327162.41720483755,0.0
60,5.0,350833.65640091134,353605.9621737978,287897.19113891764,323421.02872934006,349863.1443585015,382062.429154635,431583.73121678067,350840.9854893072,275334.23113869654,324054.19619182794,324054.19619182794,0.0
61,5.083333333333333,344570.041593579,347403.43626975326,281423.3499381418,317079.2734504694,343673.6432339299,375804.1460600722,425803.1940475872,344577.55016281136,268907.2006005578,320934.600240291,320934.600240291,0.0
62,5.166666666666667,338326.8416371966,341219.45457181474,275182.4237535831,310921.51599861484,337235.96519642405,369908.63032952126,419906.5724457522,338334.52505926887,262557.05060854537,317818.76487848547,317818.76487848547,0.0
63,5.25,332203.6352812344,335108.74610181665,268838.21667540225,304739.82196632563,331188.2581649745,363776.728013985,414174.6306701081,332211.491556912,256360.3635547932,314721.11563546467,314721.11563546467,0.0
64,5.333333333333333,326209.54036039545,329133.79279757827,262858.71165606193,298695.3816543252,325059.1240502206,357654.3369859599,408762.24443255906,326217.56777564215,250322.41950473978,311655.37702382845,311655.37702382845,0.0
65,5.416666666666667,320341.40343404596,323286.12407236715,256975.9251221163,292636.1048262102,319187.15422472206,351861.66907684284,403180.48721418896,320349.60018096253,244438.9503331091,308621.1969312891,308621.1969312891,0.0
66,5.5,314596.15934502915,317555.46827492525,251205.54922233417,286797.3906633161,313283.62680015154,346023.4649224807,397672.3326479116,314604.52353662404,238705.8013934982,305618.227457502,305618.227457502,0.0
67,5.583333333333333,308970.82842044,311943.976324659,245609.77486946466,281184.1332482074,307499.55917775875,340452.3761584698,392218.62300366093,308979.35809452145,233118.92904022284,302646.1248589749,302646.1248589749,0.0
68,5.666666666666667,303462.51377176173,306448.1905830977,239948.6029582027,275850.37736593804,302057.1593655107,334941.1543386773,386995.4262980317,303471.2068963647,227674.3981427048,299704.5494947685,299704.5494947685,0.0
69,5.75,298068.39869045524,301070.61310580303,234685.3175842521,270361.87253222713,296766.2072404149,329549.1636384552,382096.785662828,298077.2531533135,222368.37958074795,296793.16577297595,296793.16577297595,0.0
70,5.833333333333333,292785.74413526396,295806.14089237095,229541.60224975576,265063.91672131035,291601.108400083,324455.2389687191,377235.07273158873,292794.75776239746,217197.14777698545,293911.642097968,293911.642097968,0.0
71,5.916666666666667,287611.8863076558,290648.62635963876,224598.8274504613,259711.21024478885,286466.087720828,319100.28982277395,371944.4767622669,287621.0568656303,212157.0782062191,291059.65081839304,291059.65081839304,0.0
72,6.0,282544.2343119777,285594.3525017304,219514.10497449254,254769.76769930078,281447.2020277433,313882.96420524,367078.08056977566,282553.55951431545,207244.64493804044,288236.8681759193,288236.8681759193,0.0
73,6.083333333333333,277580.2678970446,280642.22269024374,214691.30228796025,250038.0663237602,276263.590535699,308918.99514025706,361992.45938875066,277589.7453892391,202454.19381546514,285442.9742547083,285442.9742547083,0.0
74,6.166666666666667,272717.5352760227,275786.7780537169,210197.99503071504,245191.94918373143,271391.280824224,303708.6955811153,357276.5297713884,272727.162658589,197782.5356910634,282677.652931607,282677.652931607,0.0
75,6.25,267953.6510216014,271028.59381851717,205442.34220961138,240492.73110607115,266575.59882840584,298569.9674494548,352579.8102471347,267963.4258510544,193226.56746034027,279940.591827049,279940.591827049,0.0
76,6.333333333333333,263286.2940335743,266365.90812386095,200831.60882322546,236009.0985047853,262008.38907780743,293772.615549006,347537.00999821135,263296.2138263264,188783.2697008339,277231.48225665215,277231.48225665215,0.0
77,6.416666666666667,258713.2055760691,261792.07354447432,196366.92631666877,231430.6655653711,257472.97817574415,289223.1059655343,342993.09005311294,258723.26780999414,184449.70437473766,274550.019183503,274550.019183503,0.0
78,6.5,254232.18738178466,257309.52120358177,192119.72886887906,226921.24141381023,252919.19653175276,284742.13397812156,338455.71771050483,254242.38949299126,180223.01259483106,271895.90117111616,271895.90117111616,0.0
79,6.583333333333333,249841.09982070085,252915.55386900812,188051.08658363443,222613.70945121103,248338.67760374484,280267.410416913,334152.0348506333,249851.4392172052,176100.41246860646,269268.8303370596,269268.8303370596,0.0
80,6.666666666666667,245537.86013083323,248609.31030871754,183760.87482233415,218213.6071003017,244173.3888604879,275684.36383962043,329702.6722819727,245548.33419483103,172079.1969828537,266668.51230723434,266668.51230723434,0.0
81,6.75,241320.44070870464,244391.18739810766,179807.97376084665,214002.07962624225,240010.07008124457,271366.0058078702,325193.38992819947,241331.04679853082,168156.7319550292,264094.65617079835,264094.65617079835,0.0
82,6.833333333333333,237138.14050594368,240234.65169377092,175933.75679771052,210105.0415362324,235751.8496413757,267161.342059084,320715.6029757478,237148.87311646377,164296.69405053277,261546.97443572612,261546.97443572612,0.0
83,6.916666666666667,232992.1965511203,236109.39788709997,172193.23716477733,205974.85969846018,231639.53181068721,262992.1218058923,316143.14130251424,233003.05006235608,160499.40240540187,259025.1829849923,259025.1829849923,0.0
84,7.0,228883.7787137481,232018.8526958125,168250.8777263598,201894.7398339803,227649.13870633958,258771.42696648464,311806.24729139317,228894.74742289254,156765.1017860491,256529.00103337114,256529.00103337114,0.0
85,7.083333333333333,224813.99048229487,227962.53898642535,164379.1446693702,197878.0921597868,223530.31074610783,254432.27533256705,307226.660486045,224825.06861047904,153094.43016637766,254058.15108484132,254058.15108484132,0.0
86,7.166666666666667,220783.8698272065,223939.4647182906,160659.85294927898,193723.68261235917,219443.54015341518,250075.27976274944,302632.545567699,220795.0515316558,149487.45581537695,251612.3588905876,251612.3588905876,0.0
87,7.25,216837.7638627585,219975.73793243614,157054.2321212927,189787.18813418286,215592.0571466242,246195.7804520023,298742.7119687835,216849.04616238666,145973.38131243235,249191.35340758966,249191.35340758966,0.0
88,7.333333333333333,212973.64679707674,216094.99554255052,153622.12208710148,186113.46509511775,211581.85852795193,242123.26745650067,294588.6942184303,212985.02672788617,142549.63103697932,246794.86675778916,246794.86675778916,0.0
89,7.416666666666667,209189.54876797897,212294.87276173805,150178.47469521992,182424.28619037638,207766.33738037755,238233.30947946245,290393.96798329067,209201.02336481554,139213.7048329349,244422.63418782657,244422.63418782657,0.0
90,7.5,205483.5540954767,208572.7010508413,146809.66195506888,178869.4401938702,203916.49750055652,234599.694819307,286455.9150741794,205495.1204143908,135963.17575776356,242074.39402933844,242074.39402933844,0.0
91,7.583333333333333,201853.79959536667,204929.56665960938,143723.17621638012,175427.26218136237,200242.89903930033,230740.73714282623,282287.13242918765,201865.45470742745,132795.68785214928,239749.88765980714,239749.88765980714,0.0
92,7.666666666666667,198298.47295154698,201359.3160837807,140572.8287191274,172069.2167126579,196796.21380895766,227132.54520932146,278427.0690902324,198310.21394737845,129708.95400153399,237448.85946395455,237448.85946395455,0.0
93,7.75,194815.8111447931,197865.0339385596,137546.86351534215,168582.06845908624,193322.62616329818,223369.81106699444,274728.8755525891,194827.63513617968,126700.75385241523,235171.0567956707,235171.0567956707,0.0
94,7.833333333333333,191404.09893582546,194442.4926222985,134543.75638434896,165381.06139409458,189825.01893695147,219647.48052395423,271165.55347889423,191416.0030550574,123768.93179143558,232916.22994047054,232916.22994047054,0.0
95,7.916666666666667,188061.66740059154,191089.75906925419,131539.7175962618,161982.93185216543,186432.20254717564,216149.90750993727,267734.9614687345,188073.6488064356,120911.39499092364,230684.13207846953,230684.13207846953,0.0
96,8.0,184786.892515772,187806.0590244497,128751.24138695865,158920.4657778117,183236.36269692,212582.70821319392,263919.3176033387,184798.94837974076,118126.11149654309,228474.5192478711,228474.5192478711,0.0
97,8.083333333333334,181578.1937926044,184589.0463723574,125974.15073422359,155947.3366075682,180052.03157131336,209205.99279053113,260350.0333847371,181590.32131333888,115412.21094844588,226287.1503089578,226287.1503089578,0.0
98,8.166666666666666,178434.03295719743,181433.78940889,123272.528766134,152952.05546088776,176756.1923748005,205785.46523887076,256902.85133964225,178446.22935859385,112767.70016275103,224121.78690857854,224121.78690857854,0.0
99,8.25,175352.91267558353,178342.87856917334,120380.43095640565,149994.39248306162,173597.64672173583,202494.11499782722,253890.78422934536,175365.17521225638,110190.64517889998,221978.1934451248,221978.1934451248,0.0
100,8.333333333333334,172333.3753218313,175314.47768605102,117707.4589257346,147124.4152459232,170589.20020536397,199346.37830642256,250227.82601389612,172345.70127078833,107679.16944463471,219856.13703398785,219856.13703398785,0.0
101,8.416666666666666,169374.0017876076,172345.34869092147,115227.23561335391,144252.40897692752,167619.78663331195,196102.6094099546,246637.41484341508,169386.38845795096,105231.452073001,217755.38747349026,217755.38747349026,0.0
102,8.5,166473.4103316453,169435.20611514497,112872.67730510487,141419.72592276323,164677.40990149073,192970.38887036766,243185.87718593542,166485.85505863166,102845.72612915192,215675.7172112843,215675.7172112843,0.0
103,8.583333333333334,163630.2554676364,166583.23843862218,110394.86643441625,138761.70662735723,161803.87842454534,189917.19636845798,240412.91664450034,163642.75562050738,100520.27698556815,213616.9013112104,213616.9013112104,0.0
104,8.666666666666666,160843.2268891288,163786.8600239964,107909.11653135392,136266.3409501239,158983.20686675207,186866.02304051578,237419.20484795494,160855.77985942876,98253.44070560181,211578.7174206087,211578.7174206087,0.0
105,8.75,158111.04843006562,161044.1490623002,105486.6253691156,133697.24092859455,156262.21460350754,183910.03051902482,234384.08934814754,158123.65163414064,96043.60249578227,209560.9457380767,209560.9457380767,0.0
106,8.833333333333334,155432.47705965754,158355.64380074322,103125.50970914133,131152.64414314664,153485.46711467346,180961.58191167162,231201.96092250495,155445.12795146691,93889.19520225024,207563.36898166678,207563.36898166678,0.0
107,8.916666666666666,152806.30191033383,155718.54380579563,100965.96477069957,128604.12227801752,150827.76218311282,178183.21982577592,228321.45860663865,152818.997972066,91788.6978330942,205585.77235751666,205585.77235751666,0.0
108,9.0,150231.34333756732,153131.90034390762,98925.91425179095,126102.01764311577,148315.0004686621,175623.9267287155,225019.98181928528,150244.08208483973,89740.63414764844,203627.94352890656,203627.94352890656,0.0
109,9.083333333333334,147706.45201041613,150595.539878173,96838.76476793758,123629.17523930801,145793.0835154929,172977.0828130964,222403.5439578087,147719.23098967344,87742.59249507454,201689.6725857366,201689.6725857366,0.0
110,9.166666666666666,145230.50803167184,148106.77118103908,94720.5482198272,121363.62874853365,143247.40018242184,170284.46475054236,219429.5927003328,145243.32482381843,85793.24929523404,199770.7520144184,199770.7520144184,0.0
111,9.25,142802.42008654756,145666.09357743172,92722.10452102554,119102.79246074529,140715.6109381175,167587.85099720454,216682.4092522652,142815.27230302693,83891.31863581068,197870.97666817412,197870.97666817412,0.0
112,9.333333333333334,140421.12461888118,143271.94351650254,90771.26169055104,116847.33486268026,138344.31940398942,165021.2904121959,213942.44422501815,140434.00991007144,82035.55112896669,195990.14373773788,195990.14373773788,0.0
113,9.416666666666666,138085.58503386987,140923.8221279067,88919.87201460563,114673.39053631417,136071.72899559332,162548.97820216633,211135.70136365277,138098.50108198792,80224.73278954686,194128.05272245294,194128.05272245294,0.0
114,9.5,135794.79092639041,138618.75384651113,86958.72182456762,112513.73430364291,133787.61775423953,160062.6134646844,207857.90819620717,135807.7354433209,78457.68396196309,192284.50540175862,192284.50540175862,0.0
115,9.583333333333334,133547.75733399682,136356.43977796522,85126.646863281,110380.82760601932,131489.31017172625,157669.97842281725,205082.83021727478,133560.728061181,76733.25828057244,190459.30580706208,190459.30580706208,0.0
116,9.666666666666666,131343.5240137217,134136.5752549252,83357.96686432319,108306.7900364018,129333.32046460913,155416.68553625495,202696.17226432217,131356.51873664095,75050.34167115386,188652.26019398816,188652.26019398816,0.0
117,9.75,129177.90562560012,131955.80468650383,81518.60659012667,106235.48942963842,127073.06516365128,152950.72512290732,200370.14243246563,129190.92170498142,73406.0049610716,186856.3249990183,186856.3249990183,0.0
118,9.833333333333334,127023.52140835494,129796.87882757303,79858.32047544232,104287.96015810932,124855.32471306744,150542.1845677975,197720.18456159104,127036.55267021329,71784.27109586167,185064.79301203392,185064.79301203392,0.0
119,9.916666666666666,124878.25018190237,127643.1440508189,78219.75296982825,102249.7917825126,122698.89504441353,148170.5686629202,195166.31783386238,124891.29006031236,70183.72933114215,183271.28753928829,183271.28753928829,0.0
